"","pKey","itemNum","Correct","Task","OptionChosen"
"1",100,27,0,"CIV","Coherent"
"2",100,21,1,"CIV","Incoherent"
"3",100,2,1,"CIV","Coherent"
"4",100,40,0,"CIV","Coherent"
"5",100,35,0,"CIV","Coherent"
"6",100,23,1,"CIV","Incoherent"
"7",100,11,1,"CIV","Coherent"
"8",100,15,1,"CIV","Coherent"
"9",100,10,1,"CIV","Coherent"
"10",100,8,1,"CIV","Coherent"
"11",100,24,0,"CIV","Coherent"
"12",100,22,0,"CIV","Coherent"
"13",100,25,1,"CIV","Incoherent"
"14",100,38,1,"CIV","Incoherent"
"15",100,4,1,"CIV","Coherent"
"16",100,9,1,"CIV","Coherent"
"17",100,32,1,"CIV","Incoherent"
"18",100,18,1,"CIV","Coherent"
"19",100,34,1,"CIV","Incoherent"
"20",100,37,1,"CIV","Incoherent"
"21",100,3,1,"CIV","Coherent"
"22",100,20,1,"CIV","Coherent"
"23",100,39,1,"CIV","Incoherent"
"24",100,26,1,"CIV","Incoherent"
"25",100,6,1,"CIV","Coherent"
"26",100,31,1,"CIV","Incoherent"
"27",100,30,1,"CIV","Incoherent"
"28",100,19,1,"CIV","Coherent"
"29",100,14,1,"CIV","Coherent"
"30",100,13,1,"CIV","Coherent"
"31",100,17,0,"CIV","Incoherent"
"32",100,36,0,"CIV","Coherent"
"33",100,5,1,"CIV","Coherent"
"34",100,16,1,"CIV","Coherent"
"35",100,1,1,"CIV","Coherent"
"36",100,12,1,"CIV","Coherent"
"37",100,33,1,"CIV","Incoherent"
"38",100,28,1,"CIV","Incoherent"
"39",100,7,1,"CIV","Coherent"
"40",100,29,1,"CIV","Incoherent"
"41",101,27,1,"CIV","Incoherent"
"42",101,21,1,"CIV","Incoherent"
"43",101,2,1,"CIV","Coherent"
"44",101,40,1,"CIV","Incoherent"
"45",101,35,1,"CIV","Incoherent"
"46",101,23,1,"CIV","Incoherent"
"47",101,11,1,"CIV","Coherent"
"48",101,15,1,"CIV","Coherent"
"49",101,10,1,"CIV","Coherent"
"50",101,8,1,"CIV","Coherent"
"51",101,24,1,"CIV","Incoherent"
"52",101,22,1,"CIV","Incoherent"
"53",101,25,1,"CIV","Incoherent"
"54",101,38,1,"CIV","Incoherent"
"55",101,4,0,"CIV","Incoherent"
"56",101,9,1,"CIV","Coherent"
"57",101,32,1,"CIV","Incoherent"
"58",101,18,1,"CIV","Coherent"
"59",101,34,1,"CIV","Incoherent"
"60",101,37,1,"CIV","Incoherent"
"61",101,3,1,"CIV","Coherent"
"62",101,20,1,"CIV","Coherent"
"63",101,39,1,"CIV","Incoherent"
"64",101,26,1,"CIV","Incoherent"
"65",101,6,1,"CIV","Coherent"
"66",101,31,1,"CIV","Incoherent"
"67",101,30,1,"CIV","Incoherent"
"68",101,19,0,"CIV","Incoherent"
"69",101,14,1,"CIV","Coherent"
"70",101,13,1,"CIV","Coherent"
"71",101,17,1,"CIV","Coherent"
"72",101,36,1,"CIV","Incoherent"
"73",101,5,1,"CIV","Coherent"
"74",101,16,1,"CIV","Coherent"
"75",101,1,1,"CIV","Coherent"
"76",101,12,0,"CIV","Incoherent"
"77",101,33,1,"CIV","Incoherent"
"78",101,28,1,"CIV","Incoherent"
"79",101,7,1,"CIV","Coherent"
"80",101,29,1,"CIV","Incoherent"
"81",102,27,1,"CIV","Incoherent"
"82",102,21,1,"CIV","Incoherent"
"83",102,2,1,"CIV","Coherent"
"84",102,40,1,"CIV","Incoherent"
"85",102,35,1,"CIV","Incoherent"
"86",102,23,1,"CIV","Incoherent"
"87",102,11,1,"CIV","Coherent"
"88",102,15,1,"CIV","Coherent"
"89",102,10,1,"CIV","Coherent"
"90",102,8,1,"CIV","Coherent"
"91",102,24,1,"CIV","Incoherent"
"92",102,22,1,"CIV","Incoherent"
"93",102,25,1,"CIV","Incoherent"
"94",102,38,1,"CIV","Incoherent"
"95",102,4,1,"CIV","Coherent"
"96",102,9,1,"CIV","Coherent"
"97",102,32,1,"CIV","Incoherent"
"98",102,18,1,"CIV","Coherent"
"99",102,34,1,"CIV","Incoherent"
"100",102,37,1,"CIV","Incoherent"
"101",102,3,1,"CIV","Coherent"
"102",102,20,1,"CIV","Coherent"
"103",102,39,1,"CIV","Incoherent"
"104",102,26,1,"CIV","Incoherent"
"105",102,6,1,"CIV","Coherent"
"106",102,31,1,"CIV","Incoherent"
"107",102,30,1,"CIV","Incoherent"
"108",102,19,1,"CIV","Coherent"
"109",102,14,1,"CIV","Coherent"
"110",102,13,1,"CIV","Coherent"
"111",102,17,1,"CIV","Coherent"
"112",102,36,1,"CIV","Incoherent"
"113",102,5,1,"CIV","Coherent"
"114",102,16,1,"CIV","Coherent"
"115",102,1,1,"CIV","Coherent"
"116",102,12,1,"CIV","Coherent"
"117",102,33,1,"CIV","Incoherent"
"118",102,28,1,"CIV","Incoherent"
"119",102,7,1,"CIV","Coherent"
"120",102,29,1,"CIV","Incoherent"
"121",106,27,1,"CIV","Incoherent"
"122",106,21,1,"CIV","Incoherent"
"123",106,2,1,"CIV","Coherent"
"124",106,40,1,"CIV","Incoherent"
"125",106,35,1,"CIV","Incoherent"
"126",106,23,1,"CIV","Incoherent"
"127",106,11,1,"CIV","Coherent"
"128",106,15,1,"CIV","Coherent"
"129",106,10,1,"CIV","Coherent"
"130",106,8,1,"CIV","Coherent"
"131",106,24,1,"CIV","Incoherent"
"132",106,22,1,"CIV","Incoherent"
"133",106,25,1,"CIV","Incoherent"
"134",106,38,1,"CIV","Incoherent"
"135",106,4,1,"CIV","Coherent"
"136",106,9,1,"CIV","Coherent"
"137",106,32,1,"CIV","Incoherent"
"138",106,18,1,"CIV","Coherent"
"139",106,34,0,"CIV","Coherent"
"140",106,37,1,"CIV","Incoherent"
"141",106,3,1,"CIV","Coherent"
"142",106,20,1,"CIV","Coherent"
"143",106,39,1,"CIV","Incoherent"
"144",106,26,1,"CIV","Incoherent"
"145",106,6,1,"CIV","Coherent"
"146",106,31,1,"CIV","Incoherent"
"147",106,30,1,"CIV","Incoherent"
"148",106,19,1,"CIV","Coherent"
"149",106,14,1,"CIV","Coherent"
"150",106,13,1,"CIV","Coherent"
"151",106,17,1,"CIV","Coherent"
"152",106,36,1,"CIV","Incoherent"
"153",106,5,1,"CIV","Coherent"
"154",106,16,1,"CIV","Coherent"
"155",106,1,1,"CIV","Coherent"
"156",106,12,1,"CIV","Coherent"
"157",106,33,1,"CIV","Incoherent"
"158",106,28,1,"CIV","Incoherent"
"159",106,7,1,"CIV","Coherent"
"160",106,29,1,"CIV","Incoherent"
"161",107,27,0,"CIV","Coherent"
"162",107,21,1,"CIV","Incoherent"
"163",107,2,1,"CIV","Coherent"
"164",107,40,1,"CIV","Incoherent"
"165",107,35,1,"CIV","Incoherent"
"166",107,23,1,"CIV","Incoherent"
"167",107,11,1,"CIV","Coherent"
"168",107,15,0,"CIV","Incoherent"
"169",107,10,1,"CIV","Coherent"
"170",107,8,0,"CIV","Incoherent"
"171",107,24,1,"CIV","Incoherent"
"172",107,22,1,"CIV","Incoherent"
"173",107,25,1,"CIV","Incoherent"
"174",107,38,1,"CIV","Incoherent"
"175",107,4,1,"CIV","Coherent"
"176",107,9,1,"CIV","Coherent"
"177",107,32,1,"CIV","Incoherent"
"178",107,18,1,"CIV","Coherent"
"179",107,34,1,"CIV","Incoherent"
"180",107,37,1,"CIV","Incoherent"
"181",107,3,1,"CIV","Coherent"
"182",107,20,1,"CIV","Coherent"
"183",107,39,1,"CIV","Incoherent"
"184",107,26,1,"CIV","Incoherent"
"185",107,6,1,"CIV","Coherent"
"186",107,31,1,"CIV","Incoherent"
"187",107,30,1,"CIV","Incoherent"
"188",107,19,1,"CIV","Coherent"
"189",107,14,1,"CIV","Coherent"
"190",107,13,1,"CIV","Coherent"
"191",107,17,0,"CIV","Incoherent"
"192",107,36,1,"CIV","Incoherent"
"193",107,5,1,"CIV","Coherent"
"194",107,16,1,"CIV","Coherent"
"195",107,1,1,"CIV","Coherent"
"196",107,12,1,"CIV","Coherent"
"197",107,33,1,"CIV","Incoherent"
"198",107,28,1,"CIV","Incoherent"
