"","pKey","itemNum","Correct","Task","OptionChosen"
"1",100,2,1,"HV","Answer1"
"2",100,10,0,"HV","Answer2"
"3",100,25,1,"HV","Answer1"
"4",100,14,1,"HV","Answer1"
"5",100,11,1,"HV","Answer1"
"6",100,23,1,"HV","Answer1"
"7",100,17,1,"HV","Answer1"
"8",100,19,0,"HV","Answer2"
"9",100,21,1,"HV","Answer1"
"10",100,24,1,"HV","Answer1"
"11",100,7,1,"HV","Answer1"
"12",100,15,1,"HV","Answer1"
"13",100,4,1,"HV","Answer1"
"14",100,5,1,"HV","Answer1"
"15",100,3,0,"HV","Answer3"
"16",100,9,1,"HV","Answer1"
"17",100,13,1,"HV","Answer1"
"18",100,16,1,"HV","Answer1"
"19",100,12,1,"HV","Answer1"
"20",100,18,1,"HV","Answer1"
"21",100,22,1,"HV","Answer1"
"22",100,6,1,"HV","Answer1"
"23",100,8,0,"HV","Answer3"
"24",100,1,1,"HV","Answer1"
"25",100,20,0,"HV","Answer5"
"26",101,2,1,"HV","Answer1"
"27",101,10,1,"HV","Answer1"
"28",101,25,1,"HV","Answer1"
"29",101,14,1,"HV","Answer1"
"30",101,11,1,"HV","Answer1"
"31",101,23,1,"HV","Answer1"
"32",101,17,1,"HV","Answer1"
"33",101,19,1,"HV","Answer1"
"34",101,21,1,"HV","Answer1"
"35",101,24,1,"HV","Answer1"
"36",101,7,1,"HV","Answer1"
"37",101,15,1,"HV","Answer1"
"38",101,4,1,"HV","Answer1"
"39",101,5,1,"HV","Answer1"
"40",101,3,1,"HV","Answer1"
"41",101,9,1,"HV","Answer1"
"42",101,13,1,"HV","Answer1"
"43",101,16,1,"HV","Answer1"
"44",101,12,1,"HV","Answer1"
"45",101,18,1,"HV","Answer1"
"46",101,22,1,"HV","Answer1"
"47",101,6,1,"HV","Answer1"
"48",101,8,1,"HV","Answer1"
"49",101,1,1,"HV","Answer1"
"50",101,20,1,"HV","Answer1"
"51",102,2,1,"HV","Answer1"
"52",102,10,1,"HV","Answer1"
"53",102,25,1,"HV","Answer1"
"54",102,14,1,"HV","Answer1"
"55",102,11,1,"HV","Answer1"
"56",102,23,1,"HV","Answer1"
"57",102,17,1,"HV","Answer1"
"58",102,19,1,"HV","Answer1"
"59",102,21,1,"HV","Answer1"
"60",102,24,1,"HV","Answer1"
"61",102,7,1,"HV","Answer1"
"62",102,15,1,"HV","Answer1"
"63",102,4,1,"HV","Answer1"
"64",102,5,1,"HV","Answer1"
"65",102,3,0,"HV","Answer3"
"66",102,9,1,"HV","Answer1"
"67",102,13,1,"HV","Answer1"
"68",102,16,1,"HV","Answer1"
"69",102,12,1,"HV","Answer1"
"70",102,18,1,"HV","Answer1"
"71",102,22,1,"HV","Answer1"
"72",102,6,1,"HV","Answer1"
"73",102,8,1,"HV","Answer1"
"74",102,1,1,"HV","Answer1"
"75",102,20,1,"HV","Answer1"
"76",106,2,1,"HV","Answer1"
"77",106,10,1,"HV","Answer1"
"78",106,25,1,"HV","Answer1"
"79",106,14,1,"HV","Answer1"
"80",106,11,1,"HV","Answer1"
"81",106,23,1,"HV","Answer1"
"82",106,17,1,"HV","Answer1"
"83",106,19,1,"HV","Answer1"
"84",106,21,1,"HV","Answer1"
"85",106,24,1,"HV","Answer1"
"86",106,7,1,"HV","Answer1"
"87",106,15,1,"HV","Answer1"
