phenomenon,item_id,content,randomized_option_order,randomized_labels_complex,randomized_violated_maxims,randomized_true_answer,original_labels_complex,original_violated_maxims,is_example,prompt,seed,generation,generation_isvalid,distribution,prob_true_answer,answer,correct,answer_label_complex,model
MV,1,"Bob responds: ""I cannot wait for our trip to Japan next week."" Why has Bob responded like this?","[1, 4, 2, 3]","['IncorrectLiteral', 'IncorrectAssociate', 'IncorrectNonLiteral', 'CorrectNonLiteral']","['RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim']",4,"['IncorrectLiteral', 'IncorrectNonLiteral', 'CorrectNonLiteral', 'IncorrectAssociate']","['RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide why the character in the story responds in a certain way. The answer options are 1, 2, 3, or 4.

Scenario: Bob responds: ""I cannot wait for our trip to Japan next week."" Why has Bob responded like this?
Options:
1) He is excited about the upcoming trip to Japan and does not want to talk about anything else.
2) He wants to avoid going to Japan next week and wants to discuss it with his boss. 
3) He liked the talk that his boss gave but does not want to tell him about it.
4) He disliked the talk that his boss gave but does not want to criticize his boss.  
Answer: ",3,1,True,"{'1': 0.9972196352670029, '2': 0.000632887328637647, '3': 0.0017512400047551618, '4': 0.0003962373996043875}",0.0003962373996043875,1,False,IncorrectLiteral,flan-t5-xl
MV,2,"Alex responds, ""Have you noticed that I painted the walls?"" Why has Alex responded like this?","[3, 1, 2, 4]","['IncorrectNonLiteral', 'IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate']","['RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim']",3,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectNonLiteral', 'IncorrectAssociate']","['RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide why the character in the story responds in a certain way. The answer options are 1, 2, 3, or 4.

Scenario: Alex responds, ""Have you noticed that I painted the walls?"" Why has Alex responded like this?
Options:
1) Alex wants Richards to help him paint the walls.
2) Alex is proud of the painting job that he did.
3) Alex thinks that Richard's painting is mediocre.
4) Alex is afraid that Richard will become a better painter than he is. 
Answer: ",3,2,True,"{'1': 0.007058144158344031, '2': 0.9847618051863449, '3': 0.00716606733706395, '4': 0.001013983318247192}",0.00716606733706395,2,False,IncorrectLiteral,flan-t5-xl
MV,3,"Jane responds, ""The latte is unbelievable here."" Why has Jane responded like this?","[3, 1, 4, 2]","['IncorrectNonLiteral', 'IncorrectLiteral', 'IncorrectAssociate', 'CorrectNonLiteral']","['RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim']",4,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectNonLiteral', 'IncorrectAssociate']","['RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide why the character in the story responds in a certain way. The answer options are 1, 2, 3, or 4.

Scenario: Jane responds, ""The latte is unbelievable here."" Why has Jane responded like this?
Options:
1) The man who Leslie saw makes unbelievable lattes.
2) She thinks that it is the best latte in the town.
3) A coffee break is not a good time to discuss men.
4) She does not want to discuss the topic that Leslie has raised.
Answer: ",3,2,True,"{'1': 0.09369139033411979, '2': 0.7355812034891148, '3': 0.12359994734454809, '4': 0.04712745883221728}",0.04712745883221728,2,False,IncorrectLiteral,flan-t5-xl
MV,4,"Her husband replies: ""Beer and chips would be awesome. Thanks!"" Why has Kelsey's husband responded like this?","[1, 4, 2, 3]","['IncorrectLiteral', 'IncorrectAssociate', 'CorrectNonLiteral', 'IncorrectNonLiteral']","['RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim']",3,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectNonLiteral', 'IncorrectAssociate']","['RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide why the character in the story responds in a certain way. The answer options are 1, 2, 3, or 4.

Scenario: Her husband replies: ""Beer and chips would be awesome. Thanks!"" Why has Kelsey's husband responded like this?
Options:
1) He is thankful for her offer of beer and chips.
2) He is excited about seeing his wife. 
3) He pretends that he did not understand his wife's comment because he wants to watch the game.
4) He is happy to turn off the TV right away and to spend more time with his wife.
Answer: ",3,1,True,"{'1': 0.9154104456855842, '2': 0.060459222368436594, '3': 0.01540051747762679, '4': 0.008729814468352365}",0.01540051747762679,1,False,IncorrectLiteral,flan-t5-xl
MV,5,"Mark says: ""She has excellent handwriting and is always dressed so nicely."" Why has Mark responded like this?","[1, 2, 4, 3]","['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonLiteral']","['RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim']",2,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectNonLiteral', 'IncorrectAssociate']","['RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim', 'RelevanceMaxim']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide why the character in the story responds in a certain way. The answer options are 1, 2, 3, or 4.

Scenario: Mark says: ""She has excellent handwriting and is always dressed so nicely."" Why has Mark responded like this?
Options:
1) Mark's opinion of Jane as a financial manager is very high.
2) Mark's opinion of Jane as a financial manager is very low.
3) Mark needs to get some new clothes.
4) Mark is fond of people who have good handwriting.
Answer: ",3,4,True,"{'1': 0.13907880840765804, '2': 0.0027991498249774023, '3': 0.01052248567168109, '4': 0.8475995560956836}",0.0027991498249774023,4,False,IncorrectNonLiteral,flan-t5-xl
MV,6,"Her mom responds: ""Somewhere in France."" Why has Lucy's mom responded like this?","[1, 3, 4, 2]","['IncorrectLiteral', 'IncorrectNonLiteral', 'IncorrectAssociate', 'CorrectNonLiteral']","['QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim']",4,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectNonLiteral', 'IncorrectAssociate']","['QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide why the character in the story responds in a certain way. The answer options are 1, 2, 3, or 4.

Scenario: Her mom responds: ""Somewhere in France."" Why has Lucy's mom responded like this?
Options:
1) Lucy's mom knows that Vincent lives somewhere in France.
2) Lucy's mom is jealous that she is not going to Paris.
3) Lucy's mom is afraid that Lucy will go to France.
4) Lucy's mom does not know where exactly Vincent lives.
Answer: ",3,1,True,"{'1': 0.6015647420599801, '2': 0.0026104121457690304, '3': 0.01570916072140648, '4': 0.38011568507284443}",0.38011568507284443,1,False,IncorrectLiteral,flan-t5-xl
MV,7,"She responds: ""Some food."" Why has Melanie responded like this?","[4, 1, 2, 3]","['IncorrectLiteral', 'IncorrectAssociate', 'IncorrectNonLiteral', 'CorrectNonLiteral']","['QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim']",4,"['IncorrectAssociate', 'IncorrectNonLiteral', 'CorrectNonLiteral', 'IncorrectLiteral']","['QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide why the character in the story responds in a certain way. The answer options are 1, 2, 3, or 4.

Scenario: She responds: ""Some food."" Why has Melanie responded like this?
Options:
1) There was not a lot of food at the wedding.
2) The wedding is not about food.
3) The food at the wedding was outstanding.
4) The food at the wedding was mediocre.
Answer: ",3,1,True,"{'1': 0.9646476765241783, '2': 0.006824106098528263, '3': 0.012047422945967742, '4': 0.01648079443132576}",0.01648079443132576,1,False,IncorrectLiteral,flan-t5-xl
MV,8,"Mary responds, ""In a cup."" Why has Mary responded like this?","[4, 2, 3, 1]","['IncorrectNonLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectLiteral']","['QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim']",2,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonLiteral']","['QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide why the character in the story responds in a certain way. The answer options are 1, 2, 3, or 4.

Scenario: Mary responds, ""In a cup."" Why has Mary responded like this?
Options:
1) Mary wants Ken to wash a cup that she sees in the sink.  
2) Mary is irritated with Ken.
3) Mary is proud of the new cups that she got from Ken for her birthday.
4) Mary wants Ken to serve her tea in a cup.
Answer: ",3,4,True,"{'1': 0.03895703978758204, '2': 0.011950773232019199, '3': 0.18186520641095763, '4': 0.7672269805694412}",0.011950773232019199,4,False,IncorrectLiteral,flan-t5-xl
MV,9,"Cindy responds: ""A pair of shoes."" Why has Cindy responded like this?","[2, 3, 1, 4]","['CorrectNonLiteral', 'IncorrectNonLiteral', 'IncorrectLiteral', 'IncorrectAssociate']","['QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim']",1,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectNonLiteral', 'IncorrectAssociate']","['QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide why the character in the story responds in a certain way. The answer options are 1, 2, 3, or 4.

Scenario: Cindy responds: ""A pair of shoes."" Why has Cindy responded like this?
Options:
1) Cindy does not know what type of shoes she wants to buy.
2) Cindy has an obsession with shoes and buys them on every occasion. 
3) Cindy does not plan to buy anything but shoes in this store.
4) Cindy is excited about going shopping.
Answer: ",3,4,True,"{'1': 0.08971194644031683, '2': 0.06880219986243298, '3': 0.12104150397282483, '4': 0.7204443497244254}",0.08971194644031683,4,False,IncorrectAssociate,flan-t5-xl
MV,10,"Mike responds: ""some schoolwork."" Why has Mike responded like this?","[4, 1, 3, 2]","['IncorrectNonLiteral', 'IncorrectLiteral', 'IncorrectAssociate', 'CorrectNonLiteral']","['QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim']",4,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonLiteral']","['QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim', 'QuantityMaxim']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide why the character in the story responds in a certain way. The answer options are 1, 2, 3, or 4.

Scenario: Mike responds: ""some schoolwork."" Why has Mike responded like this?
Options:
1) He is upset that his dad is not at home.
2) He has been doing lots of schoolwork at school.
3) He is too excited to talk about this at the moment.
4) He does not want to talk about school with his mom.
Answer: ",3,2,True,"{'1': 0.015368742735509349, '2': 0.976892711628177, '3': 0.004312930729249519, '4': 0.003425614907064148}",0.003425614907064148,2,False,IncorrectLiteral,flan-t5-xl
